RECURRENT MexicoCity 20 LR 0.4619066154331969 R2
RECURRENT MexicoCity 20 RF 0.5935772826668199 R2
RECURRENT MexicoCity 20 LLR -0.02700509918923458 R2
RECURRENT MexicoCity 20 RLR 0.47322672996216014 R2
RECURRENT MexicoCity 30 LR 0.5211999443468216 R2
RECURRENT MexicoCity 30 RF 0.5709042387249116 R2
RECURRENT MexicoCity 30 LLR -0.02230716549329895 R2
RECURRENT MexicoCity 30 RLR 0.518819489885255 R2
RECURRENT MexicoCity 40 LR 0.4411540139979343 R2
RECURRENT MexicoCity 40 RF 0.5002161100866453 R2
RECURRENT MexicoCity 40 LLR -0.005188755314393128 R2
RECURRENT MexicoCity 40 RLR 0.44131918329501413 R2
RECURRENT MexicoCity 60 LR 0.4198959189797988 R2
RECURRENT MexicoCity 60 RF 0.48029922207944736 R2
RECURRENT MexicoCity 60 LLR -0.0038788446344423084 R2
RECURRENT MexicoCity 60 RLR 0.4199366083830375 R2
RECURRENT MexicoCity 70 LR 0.4040451211625054 R2
RECURRENT MexicoCity 70 RF 0.44835878788675665 R2
RECURRENT MexicoCity 70 LLR -0.002782770280106333 R2
RECURRENT MexicoCity 70 RLR 0.4040610498854546 R2
RECURRENT MexicoCity 80 LR 0.3967707447872417 R2
RECURRENT MexicoCity 80 RF 0.4402353615456468 R2
RECURRENT MexicoCity 80 LLR -0.0031222864962759784 R2
RECURRENT MexicoCity 80 RLR 0.3967531839185333 R2
RECURRENT MexicoCity 90 LR 0.39244639987693536 R2
RECURRENT MexicoCity 90 RF 0.42227656070332226 R2
RECURRENT MexicoCity 90 LLR -0.002993929316727595 R2
RECURRENT MexicoCity 90 RLR 0.3924249033436545 R2
RECURRENT MexicoCity 25 LR 0.451935310098944 R2
RECURRENT MexicoCity 25 RF 0.49709393820445497 R2
RECURRENT MexicoCity 25 LLR -0.012504393519610904 R2
RECURRENT MexicoCity 25 RLR 0.4505689079180631 R2
RECURRENT MexicoCity 50 LR 0.431532839542573 R2
RECURRENT MexicoCity 50 RF 0.4836077161755751 R2
RECURRENT MexicoCity 50 LLR -0.009146866871675652 R2
RECURRENT MexicoCity 50 RLR 0.43121169767720635 R2
RECURRENT MexicoCity 100 LR 0.3705790653571217 R2
RECURRENT MexicoCity 100 RF 0.41434257135508407 R2
RECURRENT MexicoCity 100 LLR -0.0009078213773818788 R2
RECURRENT MexicoCity 100 RLR 0.37059203624313364 R2
